date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:20:37	216273/216273	---M-Z	200	added ('OK')	text/html	etag:%222e87ea0-34cd1-5de3e6be40ec0-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-list-infinite.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-list-infinite.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:37	178994/178994	---M-Z	200	added ('OK')	text/html	etag:%222e87ea1-2bb32-5de3e6be40ec0-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-list.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-list.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:37	185997/185997	---M-Z	200	added ('OK')	text/html	etag:%222e87ea2-2d68d-5de3e6bd4cc80-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-no-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-no-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:37	217075/217075	---M-Z	200	added ('OK')	text/html	etag:%222e87ea3-34ff3-5de3e6bd4cc80-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-right-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-right-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:38	211582/211582	---M-Z	200	added ('OK')	text/html	etag:%222e87ea4-33a7e-5de3e6bc58a40-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-top-filter.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-top-filter.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:38	225199/225199	---M-Z	200	added ('OK')	text/html	etag:%222e87ea5-36faf-5de3e6bb64800-gzip%22	https://themes.pixelstrap.com/voxo/front-end/shop-with-category.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/shop-with-category.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:38	193132/193132	---M-Z	200	added ('OK')	text/html	etag:%222e87e8f-2f26c-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-4-image.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-4-image.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:38	199029/199029	---M-Z	200	added ('OK')	text/html	etag:%222e87e8e-30975-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-360-view.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-360-view.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:39	202345/202345	---M-Z	200	added ('OK')	text/html	etag:%222e87e90-31669-5de3e0e12b940-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-bundle.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-bundle.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:39	209898/209898	---M-Z	200	added ('OK')	text/html	etag:%222e87e91-333ea-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-left-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-left-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:39	194747/194747	---M-Z	200	added ('OK')	text/html	etag:%222e87e93-2f8bb-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-left-thumbnail.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-left-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:39	197562/197562	---M-Z	200	added ('OK')	text/html	etag:%222e87e94-303ba-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-no-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-no-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:40	209980/209980	---M-Z	200	added ('OK')	text/html	etag:%222e87e95-3343c-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-right-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-right-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:40	196983/196983	---M-Z	200	added ('OK')	text/html	etag:%222e87e96-30177-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-right-thumbnail.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-right-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:40	191927/191927	---M-Z	200	added ('OK')	text/html	etag:%222e87e97-2edb7-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-sticky.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-sticky.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:40	210309/210309	---M-Z	200	added ('OK')	text/html	etag:%222e87e98-33585-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/product-video-thumbnail.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/product-video-thumbnail.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:40	104974/104974	---M-Z	200	added ('OK')	text/html	etag:%222e87e87-19a0e-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-2-grid.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-2-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:41	104619/104619	---M-Z	200	added ('OK')	text/html	etag:%222e87e88-198ab-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-2-masonary.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-2-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:41	105081/105081	---M-Z	200	added ('OK')	text/html	etag:%222e87e89-19a79-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-3-grid.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-3-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:41	104724/104724	---M-Z	200	added ('OK')	text/html	etag:%222e87e8a-19914-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-3-masonary.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-3-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:41	105189/105189	---M-Z	200	added ('OK')	text/html	etag:%222e87e8b-19ae5-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-4-grid.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-4-grid.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:42	104833/104833	---M-Z	200	added ('OK')	text/html	etag:%222e87e8c-19981-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-4-masonary.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-4-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:42	104626/104626	---M-Z	200	added ('OK')	text/html	etag:%222e87e8d-198b2-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/portfolio-no-space.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/portfolio-no-space.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:42	99633/99633	---M-Z	200	added ('OK')	text/html	etag:%222e87d91-18531-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-button.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-button.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:42	108576/108576	---M-Z	200	added ('OK')	text/html	etag:%222e87d92-1a820-5dbe4d77eef80-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-category.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-category.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:42	130340/130340	---M-Z	200	added ('OK')	text/html	etag:%222e87d93-1fd24-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-collection-banner.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-collection-banner.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:43	113274/113274	---M-Z	200	added ('OK')	text/html	etag:%222e87d94-1ba7a-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-deal-banner.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-deal-banner.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:43	688553/688553	---M-Z	200	added ('OK')	text/html	etag:%222e87d96-a81a9-5de3de7a0ce00-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-header.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-header.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:43	180288/180288	---M-Z	200	added ('OK')	text/html	etag:%222e87d97-2c040-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-home.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-home.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:44	261971/261971	---M-Z	200	added ('OK')	text/html	etag:%222e87d98-3ff53-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/element-product.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/element-product.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:44	93510/93510	---M-Z	200	added ('OK')	text/html	etag:%222e87b43-16d46-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/front-end/404.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/404.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:44	5423/5423	---M-Z	200	added ('OK')	text/html	etag:%222e87db9-152f-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/log-in.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/log-in.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:44	5676/5676	---M-Z	200	added ('OK')	text/html	etag:%222e87ea6-162c-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/sign-up.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/sign-up.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:44	3754/3754	---M-Z	200	added ('OK')	text/html	etag:%222e87d9f-eaa-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/forgot.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/forgot.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:45	105782/105782	---M-Z	200	added ('OK')	text/html	etag:%222e87d77-19d36-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/cart.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/cart.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:45	103737/103737	---M-Z	200	added ('OK')	text/html	etag:%222e87d7e-19539-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/checkout.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/checkout.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:45	34093/34093	---M-Z	200	added ('OK')	text/html	etag:%222e87d8d-852d-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/coming-soon.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/coming-soon.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:45	116416/116416	---M-Z	200	added ('OK')	text/html	etag:%222e87d8e-1c6c0-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/compare.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/compare.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:46	104038/104038	---M-Z	200	added ('OK')	text/html	etag:%222e87d8f-19666-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/contact-us.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/contact-us.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:46	101231/101231	---M-Z	200	added ('OK')	text/html	etag:%222e87d99-18b6f-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/faq.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/faq.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:46	100444/100444	---M-Z	200	added ('OK')	text/html	etag:%222e87e84-1885c-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/order-success.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/order-success.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:46	100293/100293	---M-Z	200	added ('OK')	text/html	etag:%222e87e85-187c5-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/order-tracking.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/order-tracking.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:46	117574/117574	---M-Z	200	added ('OK')	text/html	etag:%222e87e99-1cb46-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/review.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/review.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:47	133493/133493	---M-Z	200	added ('OK')	text/html	etag:%222e87e9a-20975-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/search.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/search.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:47	155545/155545	---M-Z	200	added ('OK')	text/html	etag:%222e87ea7-25f99-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/user-dashboard.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/user-dashboard.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:47	101240/101240	---M-Z	200	added ('OK')	text/html	etag:%222e87ea9-18b78-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/wishlist.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/wishlist.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:47	115522/115522	---M-Z	200	added ('OK')	text/html	etag:%222e87b88-1c342-5de3e6c11d580-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-details.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-details.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:48	118011/118011	---M-Z	200	added ('OK')	text/html	etag:%222e87b89-1ccfb-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-infinite-scroll.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-infinite-scroll.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:48	119169/119169	---M-Z	200	added ('OK')	text/html	etag:%222e87b8a-1d181-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-left-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-left-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:48	123724/123724	---M-Z	200	added ('OK')	text/html	etag:%222e87b8b-1e34c-5de3e6c029340-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-listing.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-listing.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:48	112626/112626	---M-Z	200	added ('OK')	text/html	etag:%222e87b8c-1b7f2-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-masonary.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-masonary.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:49	110284/110284	---M-Z	200	added ('OK')	text/html	etag:%222e87be2-1aecc-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-no-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-no-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:49	119147/119147	---M-Z	200	added ('OK')	text/html	etag:%222e87d72-1d16b-5db55a9619100-gzip%22	https://themes.pixelstrap.com/voxo/front-end/blog-right-sidebar.html	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/blog-right-sidebar.html	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
22:20:49	94567/94567	---M--	200	added ('OK')	image/png	etag:%222e92918-17167-5db55a9619100%22	https://themes.pixelstrap.com/voxo/front-end/assets/images/pwa.png	F:/MyWebSite/piel/themes.pixelstrap.com/voxo/front-end/assets/images/pwa.png	(from https://themes.pixelstrap.com/voxo/front-end/index.html)
