date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:57	6228/6228	---M--	200	added ('OK')	text/css	etag:%2224c0247-1854-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/vector-map.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/vector-map.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:58	335765/335765	---M--	200	added ('OK')	text/css	etag:%2224c02a5-51f95-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/bootstrap.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/vendors/bootstrap.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:58	1535/1535	---M--	200	added ('OK')	text/css	etag:%2224c01fe-5ff-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/slick.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/slick.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:58	2954/2954	---M--	200	added ('OK')	text/css	etag:%2224c01fd-b8a-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/slick-theme.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/slick-theme.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:59	83427/83427	---M--	200	added ('OK')	text/css	etag:%2224c01fa-145e3-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/responsive.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/responsive.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:59	1066429/1066429	---M--	200	added ('OK')	text/css	etag:%2224c0218-1045bd-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/css/style.css	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/css/style.css	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:59	1155/1155	---M--	200	added ('OK')	image/png	etag:%222e8757c-483-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/logo/logo.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/logo/logo.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:24:59	3754/3754	---M--	200	added ('OK')	image/png	etag:%222e8757d-eaa-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/logo/logo-white.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/logo/logo-white.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:00	26227/26227	---M--	200	added ('OK')	image/jpeg	etag:%222e87582-6673-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/user/1.jpg	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/user/1.jpg	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:00	5380/5380	---M--	200	added ('OK')	image/png	etag:%222e87589-1504-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/user/2.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/user/2.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:00	55607/55607	---M--	200	added ('OK')	image/png	etag:%222e8758a-d937-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/user/3.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/user/3.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:00	53779/53779	---M--	200	added ('OK')	image/jpeg	etag:%222e87593-d213-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/users/4.jpg	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/users/4.jpg	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:00	67494/67494	---M-Z	200	added ('OK')	text/html	etag:%222480811-107a6-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/all-users.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/all-users.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:01	59473/59473	---M-Z	200	added ('OK')	text/html	etag:%222480b47-e851-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/order-list.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/order-list.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:01	47308/47308	---M-Z	200	added ('OK')	text/html	etag:%222480b88-b8cc-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/support-ticket.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/support-ticket.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:01	41083/41083	---M-Z	200	added ('OK')	text/html	etag:%222480b7e-a07b-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/profile-setting.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/profile-setting.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:01	45957/45957	---M-Z	200	added ('OK')	text/html	etag:%2224807e3-b385-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/add-new-user.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/add-new-user.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:01	40583/40583	---M-Z	200	added ('OK')	text/html	etag:%222480b18-9e87-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/order-detail.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/order-detail.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:02	42136/42136	---M-Z	200	added ('OK')	text/html	etag:%222480b76-a498-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/order-tracking.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/order-tracking.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:02	59375/59375	---M-Z	200	added ('OK')	text/html	etag:%222480d52-e7ef-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/vendor-list.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/vendor-list.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:02	42904/42904	---M-Z	200	added ('OK')	text/html	etag:%2224809f1-a798-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/create-vendor.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/create-vendor.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:02	69105/69105	---M-Z	200	added ('OK')	text/html	etag:%222480c3b-10df1-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/translation.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/translation.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:03	43000/43000	---M-Z	200	added ('OK')	text/html	etag:%2224809fe-a7f8-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/currency-rates.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/currency-rates.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:03	42517/42517	---M-Z	200	added ('OK')	text/html	etag:%222480b8a-a615-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/taxes.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/taxes.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:03	62322/62322	---M-Z	200	added ('OK')	text/html	etag:%222480b7c-f372-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/products.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/products.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:03	49055/49055	---M-Z	200	added ('OK')	text/html	etag:%222480381-bf9f-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/add-new-product.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/add-new-product.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:03	37954/37954	---M-Z	200	added ('OK')	text/html	etag:%222480abb-9442-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/menu-lists.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/menu-lists.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:04	33932/33932	---M-Z	200	added ('OK')	text/html	etag:%2224809a5-848c-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/create-menu.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/create-menu.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:04	40545/40545	---M-Z	200	added ('OK')	text/html	etag:%2224808b9-9e61-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/coupon-list.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/coupon-list.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:04	46338/46338	---M-Z	200	added ('OK')	text/html	etag:%2224808ba-b502-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/create-coupon.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/create-coupon.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:04	55641/55641	---M-Z	200	added ('OK')	text/html	etag:%222480b7a-d959-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/product-review.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/product-review.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:04	82556/82556	---M-Z	200	added ('OK')	text/html	etag:%222480a2a-1427c-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/invoice.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/invoice.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:05	44906/44906	---M-Z	200	added ('OK')	text/html	etag:%222480b82-af6a-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/reports.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/reports.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:05	61658/61658	---M-Z	200	added ('OK')	text/html	etag:%222480a8d-f0da-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/list-page.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/list-page.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:05	4712/4712	---M-Z	200	added ('OK')	text/html	etag:%222480aba-1268-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/login.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/login.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:05	2879/2879	---M-Z	200	added ('OK')	text/html	etag:%222480a08-b3f-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/forgot-password.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/forgot-password.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:06	5704/5704	---M-Z	200	added ('OK')	text/html	etag:%222480b84-1648-5db55a9524ec0-gzip%22	https://themes.pixelstrap.com/voxo/back-end/sign-up.html	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/sign-up.html	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:06	24800/24800	---M--	200	added ('OK')	image/png	etag:%222e87572-60e0-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/chrome.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/chrome.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:06	121300/121300	---M--	200	added ('OK')	image/png	etag:%222e87573-1d9d4-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/firefox.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/firefox.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:06	23854/23854	---M--	200	added ('OK')	image/png	etag:%222e87574-5d2e-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/internet-explorer.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/internet-explorer.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:06	21805/21805	---M--	200	added ('OK')	image/png	etag:%222e87575-552d-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/opera.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/opera.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:07	13397/13397	---M--	200	added ('OK')	image/png	etag:%222e87576-3455-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/safari.png	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/images/brower-image/safari.png	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:07	405361/405361	---M--	200	added ('OK')	application/javascript	etag:%222e875ae-62f71-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/jquery-3.6.0.min.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/jquery-3.6.0.min.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:08	111614/111614	---M--	200	added ('OK')	application/javascript	etag:%222e87595-1b3fe-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/bootstrap/bootstrap.bundle.min.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/bootstrap/bootstrap.bundle.min.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:08	90755/90755	---M--	200	added ('OK')	application/javascript	etag:%222e875a7-16283-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/icons/feather-icon/feather.min.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/icons/feather-icon/feather.min.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:08	17/17	---M--	200	added ('OK')	application/javascript	etag:%222e875a8-11-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/icons/feather-icon/feather-icon.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/icons/feather-icon/feather-icon.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:08	178273/178273	---M--	200	added ('OK')	application/javascript	etag:%222e875b4-2b861-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/scrollbar/simplebar.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/scrollbar/simplebar.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:09	104/104	---M--	200	added ('OK')	application/javascript	etag:%222e875b3-68-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/scrollbar/custom.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/scrollbar/custom.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:09	246/246	---M--	200	added ('OK')	application/javascript	etag:%222e875a0-f6-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/config.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/config.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:09	417/417	---M--	200	added ('OK')	application/javascript	etag:%222e875b9-1a1-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/tooltip-init.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/tooltip-init.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:09	14740/14740	---M--	200	added ('OK')	application/javascript	etag:%222e875b7-3994-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/sidebar-menu.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/sidebar-menu.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:09	15943/15943	---M--	200	added ('OK')	application/javascript	etag:%222e875af-3e47-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/notify/bootstrap-notify.min.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/notify/bootstrap-notify.min.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:10	491/491	---M--	200	added ('OK')	application/javascript	etag:%222e875b0-1eb-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/notify/index.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/notify/index.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:10	933979/933979	---M--	200	added ('OK')	application/javascript	etag:%222e87598-e405b-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/apex-chart1.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/apex-chart1.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:10	74047/74047	---M--	200	added ('OK')	application/javascript	etag:%222e8759b-1213f-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/moment.min.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/moment.min.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:11	6009/6009	---M--	200	added ('OK')	application/javascript	etag:%222e8759c-1779-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/stock-prices.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/stock-prices.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:11	850898/850898	---M--	200	added ('OK')	application/javascript	etag:%222e87597-cfbd2-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/apex-chart.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/apex-chart.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:12	7571/7571	---M--	200	added ('OK')	application/javascript	etag:%222e8759a-1d93-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/chart-custom1.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/chart/apex-chart/chart-custom1.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:12	827/827	---M--	200	added ('OK')	application/javascript	etag:%222e875a1-33b-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/customizer.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/customizer.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:12	928/928	---M--	200	added ('OK')	application/javascript	etag:%222e875b1-3a0-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/ratio.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/ratio.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:12	11653/11653	---M--	200	added ('OK')	application/javascript	etag:%222e875b2-2d85-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/js/script.js	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/js/script.js	(from https://themes.pixelstrap.com/voxo/back-end/index.html)
22:25:13	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e864d1-8654-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.eot	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.eot	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:13	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e864d1-8654-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.eot?	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400d41d.eot	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:13	13580/13580	---M--	200	added ('OK')	font/woff2	etag:%222e864d6-350c-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.woff2	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.woff2	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:13	16804/16804	---M--	200	added ('OK')	font/woff	etag:%222e864d4-41a4-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.woff	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.woff	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:13	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%222e864d3-852c-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.ttf	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.ttf	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:14	144451/144451	---M--	200	added ('OK')	image/svg+xml	etag:%222e864d2-23443-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.svg	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-regular-400.svg	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:14	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e864cb-1f948-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.eot?	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400d41d.eot	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:14	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e864cb-1f948-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.eot	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.eot	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:14	74508/74508	---M--	200	added ('OK')	font/woff2	etag:%222e864cf-1230c-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.woff2	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.woff2	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
22:25:15	87352/87352	---M--	200	added ('OK')	font/woff	etag:%222e864ce-15538-5db55a9524ec0%22	https://themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.woff	F:/MyWebSite/pielback/themes.pixelstrap.com/voxo/back-end/assets/fonts/fa-brands-400.woff	(from https://themes.pixelstrap.com/voxo/back-end/assets/css/vendors/font-awesome.css)
